KO,G34369,G34415,G34450,G34481,G34510,G34569,G34647,G34393,G34421,G34458,G34499,G34524,G37547,G34402,G34430,G34473,G34500,G34533,G34621
K12251,629,2812,4697,2257,263,1588,1509,2655,2694,4201,1839,2040,1864,1595,3727,2100,791,1785,1434
K12252,871,1736,877,1628,435,1147,1091,1224,1675,599,2069,904,2244,1300,605,2180,745,965,3370
K12253,538,500,187,258,156,320,234,434,419,151,344,437,215,623,208,576,329,392,405
K12254,176,411,277,109,101,285,197,656,579,243,275,721,207,339,312,146,182,366,201
K12255,839,811,476,684,311,417,268,1036,581,227,792,647,889,780,278,813,832,724,1370
K12256,5822,7157,3427,2831,1114,3463,3035,9633,5222,2188,4902,4917,3800,5653,3276,5450,6548,6585,5308
K12257,5569,2359,3050,3678,375,2126,2181,3377,3808,1897,4055,4982,3195,2481,3540,4123,4333,1603,1346
K12259,13,40,36,36,19,28,36,38,43,16,63,23,62,60,11,22,28,11,37
K12260,0,13,1,0,0,2,2,0,3,0,0,2,2,12,0,11,0,0,7
K12261,105,508,303.5,169.5,156,454,273,756,604,249.5,216.5,378,161.5,520.5,222.5,292,152,715.5,162.5
K12262,1971,1218,1850,1207,262,1259,834,1555,1689,1969,1199,3016,1564,827,2180,1015,961,687,1331
K12263,2,6,0,2,1,10,19,8,8,1,3,6,1,4,2,2,10,8,4
K12264,1,54,13,0,5,25,32,4,32,31,8,16,3,22,79,8,2,5,8
K12265,13,8,1,2,4,5,2,2,11,2,5,0,3,6,8,3,3,0,2
K12266,152,202,126,135,66,152,163,280,215,53,193,181,204,199,147,264,149,181,287
K12267,5691,2584,2068,2525,352,1861,1693,5685,3469,1858,2958,4699,2986,2094,2884,3859,5096,2885,1475
K12268,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K12269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K12271,18,69,8,2,25,35,17,1,49,4,12,178,7,55,9,0,10,3,4
K12272,25,258,14,15,32,79,19,1,119,4,24,236,31,249,17,18,13,0,1
K12274,1,3,0,1,0,0,2,0,0,1,0,1,2,2,2,0,1,0,1
K12275,38,298,19,7,60,46,44,9,103,11,79,98,45,156,27,18,28,10,23
K12276,80,198,76,106,69,118,165,642,250,84,160,196,137,201,119,209,78,252,228
K12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
K12278,49,91,75,46,47,73,133,376,98,80,115,128,90,111,78,111,45,149,149
K12279,7,7,17,9,9,6,27,237,11,2,30,34,12,39,20,38,2,31,46
K12280,5,11,3,6,1,3,20,139,11,2,27,29,6,26,7,30,1,23,30
K12281,0,0,0,2,2,0,6,80,4,4,12,21,6,8,4,12,0,4,18
K12282,30,49,39,25,37,43,66,424,64,35,103,55,46,77,63,82,18,81,129
K12283,64,27,26,26,29,21,48,218,52,26,61,66,57,39,40,43,33,60,95
K12284,1,11,8,23,10,5,34,234,35,8,29,40,10,43,25,44,1,32,57
K12285,14,6,5,11,10,7,18,177,9,4,20,26,3,33,18,25,0,33,34
K12286,1,0,8,4,5,3,15,115,12,5,9,21,4,13,6,14,1,12,18
K12287,20,95,59,78,26,75,153,222,135,83,156,108,53,127,90,177,24,179,123
K12292,1,2,4,2,0,3,5,1,4,8,0,3,0,0,4,1,0,0,3
K12297,1909,1309,773,456,706,987,577,1312,1131,460,648,854,817,1198,742,744,1300,790,949
K12298,61,8,18,21,20,12,12,16,15,15,11,29,18,12,9,22,35,7,8
K12299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K12300,1,2,0,1,2,2,0,1,2,1,1,2,0,0,2,0,1,0,0
K12301,311,187,181,227,63,207,112,123,298,166,238,177,240,197,203,367,222,89,98
K12302,19,14,8,9,9,17,11,5,11,6,23,13,6,13,2,3,14,1,0
K12303,110,35,16,11,7,41,22,32,42,23,30,21,18,29,36,35,46,14,12
K12304,102,73,87,67,99,62,36,109,62,28,79,77,107,116,35,82,70,71,68
K12305,0,0,3,1,0,3,0,0,1,2,1,2,6,4,6,1,5,1,0
K12306,3,10,14,7,1,13,4,2,4,13,9,2,5,10,2,6,8,4,4
K12307,116,87,59,51,284,84,89,5,109,26,284,86,292,240,63,51,47,7,159
K12308,3758,2690,995,1808,1197,1467,810,1351,2288,556,2307,1730,2127,2487,1002,3314,3501,1113,3122
K12309,241,128,171,139,164,151,120,56,178,86,240,90,219,233,101,136,131,38,128
K12310,147,108,153,105,67,139,84,66,158,67,125,89,131,158,71,105,76,55,64
K12311,279,514,244,146,179,203,98,75,247,113,198,188,205,228,104,140,185,65,141
K12312,7,9,18,8,4,14,20,4,15,7,9,2,7,14,12,2,6,10,13
K12313,20,14,23,23,10,7,9,5,23,8,36,17,24,33,15,22,35,15,17
K12314,31,20,29,21,30,19,11,17,30,11,44,20,32,50,17,27,49,19,29
K12315,0,0,1,0,0,0,1,2,0,0,0,0,6,0,0,0,2,1,0
K12316,36,16,24,19,7,30,13,2,23,17,27,15,29,34,22,20,32,11,19
K12317,6,9,9,6,5,5,5,0,13,3,10,3,16,10,5,14,9,2,14
K12318,1,2,7,1,0,2,3,0,5,1,8,4,8,7,0,2,1,0,0
K12319,27,61,43,54,18,36,39,36,62,33,36,47,67,74,31,57,32,27,24
K12320,1,4,1,0,0,2,1,0,2,1,3,0,1,1,1,5,1,1,0
K12321,5,1,6,2,0,1,3,2,3,1,1,0,3,4,2,5,2,4,9
K12322,54,83,18,9,13,30,15,12,27,8,23,42,21,39,8,6,28,14,11
K12323,36,76,70,51,17,53,36,31,48,38,105,33,98,81,31,59,88,51,43
K12324,2,5,8,8,4,6,8,6,5,3,16,8,12,5,9,11,19,0,4
K12326,1,2,1,4,1,3,1,0,4,0,5,3,4,9,4,4,8,2,9
K12329,3,6,6,0,1,9,9,23,9,6,11,7,13,7,4,0,13,12,6
K12331,2,3,2,1,0,1,2,0,3,0,5,3,6,5,0,0,0,0,1
K12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
K12339,3098,1878,755,254,476,803,1289,7582,1213,586,923,2820,651,1248,770,434,3727,4414,825
K12340,12318,4311,8093,8122,1059,3719,4843,8828,5496,7877,7824,12029,8413,3622,8891,6778,6488,3612,3594
K12343,1310,1692,993,871,253,992,1272,1565,1222,1052,1513,1741,1306,1066,1031,1242,1113,989,715
K12344,14,43,12,23,1,13,22,5,24,16,31,7,20,16,12,26,6,2,9
K12345,33,261,6,1,21,46,18,1,142,8,4,247,14,161,10,3,15,4,6
K12346,2,2,2,4,0,0,4,0,0,1,0,4,3,0,2,2,0,0,5
K12347,4,2,1,1,2,3,3,3,4,0,14,5,13,6,6,9,8,0,4
K12348,13,209,51,34,44,49,33,14,66,26,31,65,54,49,35,31,7,9,32
K12349,820,859,181,154,356,362,148,238,459,90,122,504,311,524,125,185,571,204,228
K12350,14,9,6,5,1,15,6,4,14,8,9,6,12,11,10,4,55,3,9
K12351,0,14,2,3,2,9,3,1,14,8,8,4,1,15,5,0,7,3,5
K12352,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
K12353,0,1,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0
K12354,9,59,13,13,2,31,73,132,37,28,57,45,67,24,35,9,26,107,13
K12355,34,56,90,30,16,29,35,53,71,49,76,56,56,63,43,40,34,54,40
K12357,2,0,4,1,0,6,0,0,1,1,0,2,2,0,3,1,1,4,2
K12359,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K12361,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0
K12362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K12365,2,0,2,0,1,1,0,0,0,1,0,0,8,6,0,3,1,0,0
K12366,20,9,11,17,16,4,15,0,22,9,36,23,36,23,6,10,3,3,10
K12367,4,3,5,1,0,5,3,1,1,2,2,0,2,0,1,1,4,2,0
K12368,595,238,320,585,82,314,332,518,419,204,785,103,1038,99,76,603,831,406,1748
K12369,493,259,247,448,81,272,245,505,437,150,499,150,604,176,136,402,638,471,1088
K12370,349,172,203,457,41,203,173,466,281,119,409,112,633,82,93,344,487,295,905
K12371,342,229,263,457,50,175,193,483,319,172,471,94,588,100,93,447,543,289,1111
K12372,322,207,269,412,89,200,211,419,256,196,454,117,573,75,104,424,524,304,1078
K12373,6670,3163,2917,2352,1446,2448,2742,6745,3819,1918,3846,4894,3590,3430,2399,2979,6933,3807,2149
K12374,76,461,207,273,108,542,460,370,621,171,265,362,270,480,361,523,202,386,422
K12375,1780,1454,2104,1448,1362,1967,1218,643,2300,1159,1652,1331,1973,2365,1302,1813,1314,590,1259
K12376,89,171,185,174,86,221,186,152,254,123,155,133,185,213,181,180,94,123,151
K12378,4,0,7,3,7,2,4,2,1,3,0,10,7,6,6,3,8,7,0
K12379,3,0,0,0,0,1,2,0,2,1,0,4,0,2,0,2,2,0,0
K12380,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,2,1,0,0
K12381,329,422,333,357,284,541,379,354,581,180,478,425,500,464,378,506,268,275,420
K12382,14,120,19,3,20,14,10,2,41,4,10,35,27,28,8,10,16,0,13
K12383,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
K12384,5,2,10,2,3,10,4,2,4,9,9,3,3,4,2,2,16,3,3
K12385,316,1312,138,106,201,408,152,25,660,63,168,998,141,1134,102,88,207,21,69
K12386,121,48,93,56,109,80,55,10,106,37,193,73,166,154,42,63,90,18,100
K12388,0,1,5,3,3,9,7,2,1,0,5,2,7,2,4,0,0,1,3
K12389,43,44,58,36,18,49,37,6,54,23,72,29,67,62,35,23,37,6,36
K12391,413,1112,291,257,327,345,260,53,710,118,548,887,547,1154,191,269,244,54,285
K12392,506,553,450,308,473,353,250,83,607,161,727,505,814,716,229,334,440,79,499
K12393,336,522,230,186,216,172,179,38,348,95,418,440,479,467,167,202,232,44,218
K12394,145,211,78,71,129,109,66,15,171,43,173,187,184,236,59,75,119,8,79
K12395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K12396,287,1084,172,98,338,302,191,29,548,67,435,730,363,1163,139,142,164,30,178
K12397,262,996,137,83,251,285,172,19,453,64,313,730,302,839,103,95,150,19,133
K12398,198,732,84,83,180,184,131,8,396,39,306,434,223,638,79,71,106,14,89
K12399,97,172,71,47,138,84,94,8,133,32,192,187,159,252,55,43,57,3,76
K12400,315,1005,258,224,357,316,218,55,550,102,573,640,544,967,152,210,248,36,331
K12401,126,132,113,98,146,96,91,34,117,47,165,96,238,259,79,86,90,20,91
K12402,246,714,216,158,255,259,174,33,486,91,480,584,454,894,122,159,165,26,255
K12403,97,192,91,73,98,65,64,17,139,42,132,155,148,223,68,71,64,12,63
K12404,2,9,4,1,1,6,2,0,6,2,2,1,1,1,1,1,11,4,5
K12405,2064,3152,2287,1729,713,2752,1795,1831,3814,1695,2795,2398,2270,2832,2332,2938,1766,1589,2624
K12406,6,2,8,6,2,2,3,0,1,3,5,2,8,2,3,5,6,2,2
K12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
K12408,8,5,0,5,0,3,8,3,3,5,0,2,7,2,3,3,2,3,1
K12409,38,56,51,23,9,25,46,97,25,59,32,93,36,19,50,38,48,48,18
K12410,1554,3754,2670,3313,523,2888,2983,4064,4274,2341,4293,3069,4120,2910,2751,4948,1411,3045,3610
K12411,3,3,5,7,2,3,2,0,4,0,4,4,11,4,1,4,2,0,2
K12412,7,3,7,25,17,3,6,1,6,5,13,8,25,21,2,13,9,0,12
K12417,20,55,25,31,16,38,93,237,32,32,32,91,40,52,22,23,90,117,25
K12418,135,698,42,28,157,161,81,21,299,21,211,472,121,639,65,31,83,12,76
K12420,103,102,40,29,36,66,73,123,69,34,49,81,45,72,35,61,69,125,71
K12421,33,10,24,10,30,19,18,20,19,8,18,20,14,13,10,23,78,13,12
K12422,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
K12423,26,114,42,23,35,62,64,72,74,36,65,40,73,105,28,31,58,64,103
K12424,0,2,0,1,0,3,3,16,1,1,1,0,0,4,1,2,0,15,4
K12425,0,4,0,0,1,2,3,0,1,2,2,5,2,1,0,0,0,0,0
K12426,8,37,6,12,13,19,15,13,22,3,14,28,32,32,7,10,16,9,33
K12427,16,27,8,4,18,16,19,21,13,5,19,11,24,39,10,9,15,15,29
K12428,90,164,68,63,110,135,126,117,149,46,111,144,140,163,58,89,106,95,170
K12429,9,70,12,1,18,50,22,37,51,12,28,25,11,31,14,19,17,46,43
K12430,66,152,270,371,88,175,95,35,284,84,234,117,437,264,127,358,44,43,182
